cas,teplota_aht,vlhkost_aht,teplota_bmp,tlak,nadm_vyska
2026-01-11 18:44:31,19.7,41.6,19.9,980.9,1022.6,349.8
2026-01-11 18:54:31,19.7,40.1,19.9,981.1,1022.8,349.8
2026-01-11 19:04:31,18.5,43.2,18.8,981.2,1022.9,349.7
2026-01-11 19:14:31,18.0,43.5,18.3,981.2,1022.9,349.7
2026-01-11 19:24:31,17.6,44.0,18.0,981.2,1022.9,349.7
2026-01-11 19:34:31,17.4,44.2,17.7,981.3,1023.0,349.7
2026-01-11 19:44:32,17.2,44.6,17.5,981.3,1023.0,349.7
2026-01-11 19:54:32,17.0,44.9,17.3,981.4,1023.1,349.6
2026-01-11 20:04:32,16.9,45.2,17.2,981.4,1023.1,349.6
2026-01-11 20:14:32,16.8,45.2,17.1,981.4,1023.1,349.6
2026-01-11 20:24:32,16.7,45.2,17.0,981.4,1023.1,349.6
2026-01-11 20:34:32,16.6,45.2,16.9,981.4,1023.1,349.6
2026-01-11 20:44:33,16.5,45.3,16.9,981.4,1023.1,349.6
2026-01-11 20:54:33,16.5,45.3,16.8,981.4,1023.1,349.6
2026-01-11 21:04:33,16.4,45.5,16.7,981.4,1023.1,349.6
2026-01-11 21:14:33,16.4,45.7,16.6,981.5,1023.2,349.6
2026-01-11 21:24:33,16.3,45.8,16.6,981.5,1023.2,349.6
2026-01-11 21:32:24,12.8,53.2,13.1,979.7,1021.4,350.2
2026-01-12 06:12:49,12.7,52.0,13.0,979.8,1021.5,350.2
2026-01-12 06:22:49,12.7,51.6,13.0,979.7,1021.4,350.2
2026-01-12 06:32:49,12.7,50.7,13.0,979.8,1021.5,350.2
2026-01-12 06:42:49,12.6,50.6,13.0,979.6,1021.3,350.3
2026-01-12 06:52:50,12.6,50.4,12.9,979.4,1021.1,350.3
2026-01-12 07:02:50,12.5,50.5,12.8,979.7,1021.4,350.2
2026-01-12 07:12:50,12.5,50.5,12.8,979.5,1021.2,350.3
2026-01-12 07:22:50,12.4,50.1,12.7,979.6,1021.3,350.3
2026-01-12 07:32:50,12.4,49.9,12.7,979.4,1021.1,350.3
2026-01-12 07:42:50,12.3,50.1,12.7,979.3,1021.0,350.4
2026-01-12 07:52:51,12.8,49.3,13.1,979.7,1021.4,350.2
2026-01-12 08:02:51,12.7,49.6,13.0,979.8,1021.5,350.2
2026-01-12 08:12:51,12.7,49.5,13.0,979.8,1021.5,350.2
2026-01-12 08:22:51,12.7,49.3,13.0,979.8,1021.5,350.2
2026-01-12 08:32:51,12.7,49.0,13.0,979.8,1021.5,350.2
2026-01-12 08:42:52,12.7,48.8,13.0,979.7,1021.4,350.2
2026-01-12 08:52:52,12.8,48.7,13.1,979.7,1021.4,350.2
2026-01-12 09:02:52,12.8,48.6,13.1,979.4,1021.1,350.3
2026-01-12 09:12:52,12.9,48.5,13.2,979.3,1021.0,350.4
2026-01-12 09:22:52,13.0,48.5,13.3,979.4,1021.1,350.3
2026-01-12 09:32:52,13.0,48.4,13.3,979.5,1021.2,350.3
2026-01-12 09:42:53,13.1,48.4,13.4,979.5,1021.2,350.3
2026-01-12 09:52:53,13.2,48.4,13.5,979.5,1021.2,350.3
2026-01-12 10:02:53,13.3,48.3,13.6,979.5,1021.2,350.3
2026-01-12 10:12:53,13.4,48.2,13.7,979.5,1021.2,350.3
2026-01-12 10:22:53,13.5,48.1,13.8,979.4,1021.1,350.3
2026-01-12 10:32:54,13.6,48.0,13.9,979.4,1021.1,350.3
2026-01-12 10:42:54,13.7,47.9,14.0,979.4,1021.1,350.3
2026-01-12 10:52:54,13.8,47.7,14.0,979.3,1021.0,350.4
2026-01-12 11:02:54,13.8,47.6,14.1,979.2,1020.8,349.6
2026-01-12 11:12:54,13.9,47.4,14.2,979.0,1020.6,349.7
2026-01-12 11:22:54,14.0,47.3,14.2,978.9,1020.5,349.7
2026-01-12 11:32:55,14.0,47.2,14.3,978.7,1020.3,349.8
2026-01-12 11:42:55,14.1,47.0,14.3,978.5,1020.1,349.8
2026-01-12 11:52:55,14.1,46.9,14.4,978.5,1020.1,349.8
2026-01-12 12:02:55,14.1,46.7,14.4,978.5,1020.1,349.8
2026-01-12 12:12:55,14.2,46.6,14.4,978.5,1020.1,349.8
2026-01-12 12:22:56,14.2,46.4,14.5,978.4,1020.0,349.9
2026-01-12 12:32:56,14.2,46.2,14.5,978.3,1019.9,349.9
2026-01-12 12:42:56,14.2,46.1,14.5,978.3,1019.9,349.9
2026-01-12 12:52:56,14.3,46.1,14.5,978.2,1019.8,349.9
2026-01-12 13:02:56,14.3,46.0,14.6,977.7,1019.3,350.1
2026-01-12 13:12:56,14.3,45.9,14.6,977.8,1019.4,350.1
2026-01-12 13:22:57,14.3,45.9,14.6,977.6,1019.2,350.2
2026-01-12 13:32:57,14.3,45.8,14.6,977.6,1019.2,350.2
2026-01-12 13:42:57,14.3,45.8,14.5,977.4,1019.0,350.2
2026-01-12 13:52:57,14.3,45.7,14.6,977.3,1018.9,350.3
2026-01-12 14:02:57,14.3,45.7,14.6,977.3,1018.9,350.3
2026-01-12 14:12:57,14.3,45.6,14.5,977.1,1018.7,350.3
2026-01-12 14:22:58,14.2,45.6,14.5,976.9,1018.5,350.4
2026-01-12 14:32:58,14.2,45.7,14.5,976.9,1018.5,350.4
2026-01-12 14:42:58,14.2,45.6,14.4,976.8,1018.3,349.6
2026-01-12 14:52:58,14.1,45.6,14.4,976.8,1018.3,349.6
2026-01-12 15:02:58,14.1,45.6,14.3,976.8,1018.3,349.6
2026-01-12 15:12:59,14.0,45.6,14.3,976.9,1018.5,350.4
2026-01-12 15:22:59,14.0,45.6,14.3,977.0,1018.6,350.4
2026-01-12 15:32:59,13.9,45.6,14.2,976.8,1018.3,349.6
2026-01-12 15:42:59,13.9,45.7,14.1,976.9,1018.5,350.4
2026-01-12 15:52:59,13.8,45.7,14.1,976.6,1018.1,349.7
2026-01-12 16:02:59,13.7,45.7,14.0,976.6,1018.1,349.7
2026-01-12 16:13:00,13.7,45.7,14.0,976.4,1017.9,349.7
2026-01-12 16:23:00,13.6,45.7,13.9,976.5,1018.0,349.7
2026-01-12 16:33:00,13.6,45.7,13.8,976.3,1017.8,349.8
2026-01-12 16:43:00,13.5,45.7,13.8,976.2,1017.7,349.8
2026-01-12 16:53:00,13.4,45.7,13.8,976.2,1017.7,349.8
2026-01-12 17:03:01,13.4,45.8,13.7,976.0,1017.5,349.9
2026-01-12 17:13:01,13.3,45.8,13.7,975.8,1017.3,350.0
2026-01-12 17:23:01,13.3,45.8,13.6,975.5,1017.0,350.1
2026-01-12 17:33:01,13.3,45.9,13.6,975.5,1017.0,350.1
2026-01-12 17:43:01,13.2,45.9,13.5,975.7,1017.2,350.0
2026-01-12 17:53:01,13.2,45.9,13.5,975.9,1017.4,349.9
2026-01-12 18:03:02,13.1,45.9,13.4,976.0,1017.5,349.9
2026-01-12 18:13:02,13.1,46.0,13.3,976.0,1017.5,349.9
2026-01-12 18:23:02,13.0,46.0,13.3,976.0,1017.5,349.9
2026-01-12 18:33:02,13.0,46.1,13.2,975.8,1017.3,350.0
2026-01-12 18:43:02,12.9,46.1,13.2,975.7,1017.2,350.0
2026-01-12 18:53:03,12.9,46.1,13.2,975.6,1017.1,350.0
2026-01-12 19:03:03,12.8,46.0,13.1,975.3,1016.8,350.1
2026-01-12 19:13:03,12.8,46.2,13.1,975.2,1016.7,350.2
2026-01-12 19:23:03,12.8,46.3,13.1,975.1,1016.6,350.2
2026-01-12 19:33:03,12.8,46.5,13.1,974.9,1016.4,350.3
2026-01-12 19:43:03,12.8,46.5,13.1,975.1,1016.6,350.2
2026-01-12 19:53:04,12.8,46.5,13.1,975.0,1016.5,350.2
2026-01-12 20:03:04,12.8,46.6,13.1,975.2,1016.7,350.2
2026-01-12 20:13:04,12.8,46.8,13.1,974.9,1016.4,350.3
2026-01-12 20:23:04,12.8,46.9,13.1,974.9,1016.4,350.3
2026-01-12 20:33:04,12.8,46.9,13.1,975.0,1016.5,350.2
2026-01-12 20:43:05,12.7,46.8,13.0,975.3,1016.8,350.1
2026-01-12 20:53:05,12.7,46.8,13.0,975.0,1016.5,350.2
2026-01-12 21:03:05,12.7,46.8,13.0,975.1,1016.6,350.2
2026-01-12 21:13:05,12.6,46.7,13.0,975.1,1016.6,350.2
2026-01-12 21:23:05,12.6,47.0,12.9,975.1,1016.6,350.2
2026-01-12 21:33:05,12.6,47.9,12.9,974.8,1016.3,350.3
2026-01-12 21:43:06,12.6,47.8,12.9,975.0,1016.5,350.2
2026-01-12 21:53:06,12.6,47.7,12.9,974.9,1016.4,350.3
2026-01-12 22:03:06,12.6,47.8,12.9,974.6,1016.1,350.4
2026-01-12 22:13:06,12.5,47.8,12.8,974.7,1016.2,350.3
2026-01-12 22:20:02,11.9,51.9,12.1,972.4,1013.8,350.3
2026-01-13 07:10:54,11.9,51.6,12.3,972.6,1014.0,350.3
2026-01-13 07:20:54,11.9,51.0,12.2,972.6,1014.0,350.3
2026-01-13 07:30:54,11.9,50.7,12.2,972.6,1014.0,350.3
2026-01-13 07:40:54,11.9,50.3,12.3,972.9,1014.3,350.2
2026-01-13 07:50:54,12.0,50.3,12.3,973.1,1014.5,350.1
2026-01-13 08:00:55,12.5,50.5,12.8,973.2,1014.6,350.0
2026-01-13 08:10:55,12.7,49.7,13.0,973.2,1014.6,350.0
2026-01-13 08:20:55,12.8,49.5,13.1,973.5,1014.9,349.9
2026-01-13 08:30:55,13.4,49.7,13.6,973.8,1015.2,349.8
2026-01-13 08:40:55,13.8,48.7,14.1,973.9,1015.3,349.8
2026-01-13 08:50:55,14.0,48.5,14.3,974.2,1015.6,349.7
2026-01-13 09:00:56,14.2,47.7,14.5,974.4,1015.8,349.6
2026-01-13 09:10:56,14.1,47.9,14.3,974.7,1016.2,350.3
2026-01-13 09:20:56,14.4,46.8,14.7,974.8,1016.3,350.3
2026-01-13 09:30:56,14.6,46.3,14.9,975.1,1016.6,350.2
2026-01-13 09:40:56,14.7,46.1,15.0,975.1,1016.6,350.2
2026-01-13 09:50:57,14.9,46.3,15.1,975.2,1016.7,350.2
2026-01-13 10:00:57,15.0,46.4,15.3,975.5,1017.0,350.1
2026-01-13 10:10:57,15.1,46.3,15.3,975.5,1017.0,350.1
2026-01-13 10:20:57,15.3,45.5,15.6,975.8,1017.3,350.0
2026-01-13 10:30:57,15.5,46.2,15.7,975.8,1017.3,350.0
2026-01-13 10:40:57,15.8,46.2,16.1,975.9,1017.4,349.9
2026-01-13 10:50:58,16.2,45.0,16.4,975.8,1017.3,350.0
2026-01-13 11:00:58,16.6,43.8,16.8,975.8,1017.3,350.0
2026-01-13 11:10:58,17.0,43.8,17.2,975.7,1017.2,350.0
2026-01-13 11:20:58,17.2,42.6,17.5,975.8,1017.3,350.0
2026-01-13 11:30:58,17.5,42.2,17.7,975.7,1017.2,350.0
2026-01-13 11:40:59,17.6,41.7,17.8,975.6,1017.1,350.0
2026-01-13 11:50:59,17.9,45.6,18.2,975.5,1017.0,350.1
2026-01-13 12:00:59,18.0,41.0,18.2,975.8,1017.3,350.0
2026-01-13 12:10:59,17.7,40.3,17.9,975.8,1017.3,350.0
2026-01-13 12:20:59,17.6,40.4,17.8,975.8,1017.3,350.0
2026-01-13 12:30:59,17.6,41.9,17.8,975.7,1017.2,350.0
2026-01-13 12:41:00,17.5,42.6,17.7,975.7,1017.2,350.0
2026-01-13 12:51:00,17.5,44.4,17.7,975.7,1017.2,350.0
2026-01-13 13:01:00,17.4,46.0,17.7,975.8,1017.3,350.0
2026-01-13 13:11:00,17.4,46.3,17.6,975.8,1017.3,350.0
2026-01-13 13:21:00,17.3,47.4,17.6,975.8,1017.3,350.0
2026-01-13 13:31:01,17.4,49.3,17.6,975.9,1017.4,349.9
2026-01-13 13:41:01,17.3,49.9,17.6,975.8,1017.3,350.0
2026-01-13 13:51:01,17.3,50.3,17.6,976.1,1017.6,349.9
2026-01-13 14:01:01,17.3,49.8,17.6,976.1,1017.6,349.9
2026-01-13 14:11:01,17.2,47.8,17.5,976.1,1017.6,349.9
2026-01-13 14:21:01,17.1,47.5,17.3,976.3,1017.8,349.8
2026-01-13 14:31:02,17.0,47.5,17.2,976.4,1017.9,349.7
2026-01-13 14:41:02,16.9,47.5,17.1,976.4,1017.9,349.7
2026-01-13 14:51:02,14.4,42.1,14.8,976.5,1018.0,349.7
2026-01-13 15:01:02,13.4,44.0,13.7,976.4,1017.9,349.7
2026-01-13 15:11:02,14.7,54.8,14.9,976.3,1017.8,349.8
2026-01-13 15:21:03,15.5,53.2,15.8,976.2,1017.7,349.8
2026-01-13 15:31:03,16.1,52.8,16.4,976.1,1017.6,349.9
2026-01-13 15:41:03,16.6,50.9,16.8,976.3,1017.8,349.8
2026-01-13 15:51:03,16.9,50.4,17.1,976.3,1017.8,349.8
2026-01-13 16:01:03,17.1,50.5,17.3,976.5,1018.0,349.7
2026-01-13 16:11:03,17.3,49.3,17.5,976.4,1017.9,349.7
2026-01-13 16:21:04,17.4,49.1,17.7,976.6,1018.1,349.7
2026-01-13 16:31:04,17.6,48.7,17.8,976.8,1018.3,349.6
2026-01-13 16:41:04,17.6,48.2,17.8,976.6,1018.1,349.7
2026-01-13 16:51:04,17.2,46.4,17.5,976.7,1018.2,349.6
2026-01-13 17:01:04,17.2,46.2,17.4,976.7,1018.2,349.6
2026-01-13 17:11:04,17.0,46.3,17.3,976.6,1018.1,349.7
2026-01-13 17:21:05,16.8,46.5,17.0,976.6,1018.1,349.7
2026-01-13 17:31:05,17.0,49.4,17.2,976.7,1018.2,349.6
2026-01-13 17:32:33,17.2,49.6,17.2,976.6,1018.1,349.7
2026-01-13 17:42:52,17.5,49.2,17.5,976.6,1018.1,349.7
2026-01-13 17:52:52,17.9,48.6,17.9,976.8,1018.3,349.6
2026-01-13 18:02:52,18.1,48.4,18.1,976.8,1018.3,349.6
2026-01-13 18:12:53,18.4,48.4,18.4,976.7,1018.2,349.6
2026-01-13 18:22:53,18.3,47.7,18.3,976.8,1018.3,349.6
2026-01-13 18:32:53,18.1,46.7,18.1,976.8,1018.3,349.6
2026-01-13 18:42:53,17.9,46.6,17.9,976.8,1018.3,349.6
2026-01-13 18:52:53,17.8,46.6,17.8,976.8,1018.3,349.6
2026-01-13 19:02:54,17.7,47.0,17.7,976.7,1018.2,349.6
2026-01-13 19:12:54,17.6,47.7,17.6,976.6,1018.1,349.7
2026-01-13 19:22:54,17.5,48.4,17.5,976.5,1018.0,349.7
2026-01-13 19:32:54,17.6,48.8,17.6,976.7,1018.2,349.6
2026-01-13 19:42:54,17.6,49.0,17.6,976.7,1018.2,349.6
2026-01-13 19:52:54,17.7,49.3,17.7,976.8,1018.3,349.6
2026-01-13 20:02:55,17.7,49.4,17.7,976.7,1018.2,349.6
2026-01-13 20:12:55,17.8,49.5,17.8,976.8,1018.3,349.6
2026-01-13 20:22:55,17.9,49.5,17.9,976.8,1018.3,349.6
2026-01-13 20:32:55,17.9,49.4,17.9,976.6,1018.1,349.7
2026-01-13 20:42:55,17.9,49.2,17.9,976.7,1018.2,349.6
2026-01-13 20:52:56,17.9,48.9,17.9,976.8,1018.3,349.6
2026-01-13 21:02:56,17.9,48.7,17.9,976.9,1018.5,350.4
2026-01-13 21:12:56,17.9,48.5,17.9,976.8,1018.3,349.6
2026-01-13 21:22:56,17.9,48.2,17.9,977.0,1018.6,350.4
2026-01-13 21:32:56,17.9,48.0,17.9,977.0,1018.6,350.4
2026-01-13 21:42:56,17.9,47.7,17.9,976.7,1018.2,349.6
2026-01-13 21:52:57,17.9,47.5,17.9,976.7,1018.2,349.6
2026-01-13 22:02:57,17.9,47.3,17.9,976.9,1018.5,350.4
2026-01-13 22:12:57,17.9,47.2,17.9,976.8,1018.3,349.6
2026-01-13 22:22:57,17.9,47.0,17.9,976.8,1018.3,349.6
2026-01-13 22:32:57,17.9,46.8,17.9,977.0,1018.6,350.4
2026-01-13 22:42:58,17.8,46.7,17.8,977.0,1018.6,350.4
2026-01-13 22:52:58,17.8,46.5,17.8,977.0,1018.6,350.4
2026-01-13 23:02:58,17.7,46.4,17.7,976.9,1018.5,350.4
2026-01-13 23:12:58,17.6,46.4,17.6,976.8,1018.3,349.6
2026-01-13 23:22:58,17.6,46.2,17.6,977.0,1018.6,350.4
2026-01-13 23:27:12,14.7,53.8,14.7,975.9,1017.4,349.9
2026-01-14 07:50:59,14.5,52.5,14.5,976.1,1017.6,349.9
2026-01-14 08:00:59,14.4,52.2,14.4,976.2,1017.7,349.8
2026-01-14 08:10:59,14.1,48.5,14.1,976.3,1017.8,349.8
2026-01-14 08:20:59,13.2,47.1,13.2,976.1,1017.6,349.9
2026-01-14 08:31:00,13.6,51.9,13.6,976.1,1017.6,349.9
2026-01-14 08:41:00,14.2,50.5,14.2,976.1,1017.6,349.9
2026-01-14 08:51:00,14.7,50.0,14.7,976.1,1017.6,349.9
2026-01-14 09:01:00,15.2,49.7,15.2,976.1,1017.6,349.9
2026-01-14 09:11:00,16.2,47.8,16.2,976.2,1017.7,349.8
2026-01-14 09:21:01,17.0,46.8,17.0,976.1,1017.6,349.9
2026-01-14 09:31:01,17.1,46.5,17.1,976.0,1017.5,349.9
2026-01-14 09:41:01,17.7,45.5,17.7,976.0,1017.5,349.9
2026-01-14 09:51:01,17.8,45.2,17.8,976.2,1017.7,349.8
2026-01-14 10:01:01,18.1,44.7,18.1,976.3,1017.8,349.8
2026-01-14 10:11:01,18.0,44.6,18.0,976.5,1018.0,349.7
2026-01-14 10:21:02,18.1,44.7,18.1,976.4,1017.9,349.7
2026-01-14 10:31:02,18.3,44.6,18.3,976.2,1017.7,349.8
2026-01-14 10:41:02,18.4,44.3,18.4,976.0,1017.5,349.9
2026-01-14 10:51:02,18.3,44.1,18.3,976.3,1017.8,349.8
2026-01-14 11:01:02,18.2,43.2,18.2,976.3,1017.8,349.8
2026-01-14 11:11:03,18.2,43.1,18.2,976.4,1017.9,349.7
2026-01-14 11:21:03,18.5,45.8,18.5,976.4,1017.9,349.7
2026-01-14 11:31:03,18.2,43.1,18.2,976.5,1018.0,349.7
2026-01-14 11:41:03,18.1,43.9,18.1,976.3,1017.8,349.8
2026-01-14 11:51:03,18.7,43.3,18.7,976.1,1017.6,349.9
2026-01-14 12:01:03,18.7,43.2,18.7,976.0,1017.5,349.9
2026-01-14 12:07:08,18.8,46.6,18.8,976.1,1017.6,349.9
2026-01-14 12:51:39,18.8,43.4,18.8,976.1,1017.6,349.9
2026-01-14 13:01:39,18.7,44.5,18.7,976.0,1017.5,349.9
2026-01-14 13:11:40,18.6,42.2,18.6,975.9,1017.4,349.9
2026-01-14 13:21:40,18.3,43.4,18.3,975.9,1017.4,349.9
2026-01-14 13:31:40,18.1,44.3,18.1,976.0,1017.5,349.9
2026-01-14 13:41:40,18.0,44.6,18.0,976.0,1017.5,349.9
2026-01-14 13:51:40,17.9,44.9,17.9,976.0,1017.5,349.9
2026-01-14 14:01:40,17.8,45.2,17.8,975.9,1017.4,349.9
2026-01-14 14:11:41,17.7,45.4,17.7,976.0,1017.5,349.9
2026-01-14 14:21:41,17.7,45.5,17.7,975.9,1017.4,349.9
2026-01-14 14:31:41,17.7,45.6,17.7,975.8,1017.3,350.0
2026-01-14 14:41:41,17.6,45.5,17.6,975.8,1017.3,350.0
2026-01-14 14:51:41,17.6,45.5,17.6,975.8,1017.3,350.0
2026-01-14 15:01:41,17.5,45.5,17.5,975.8,1017.3,350.0
2026-01-14 15:11:42,17.7,45.2,17.7,975.8,1017.3,350.0
2026-01-14 15:21:42,18.0,44.0,18.0,975.8,1017.3,350.0
2026-01-14 15:31:42,18.0,44.4,18.0,975.8,1017.3,350.0
2026-01-14 15:41:42,18.7,45.4,18.7,975.9,1017.4,349.9
2026-01-14 15:51:42,19.1,44.0,19.1,976.0,1017.5,349.9
2026-01-14 16:01:43,19.3,44.1,19.3,976.1,1017.6,349.9
2026-01-14 16:11:43,19.4,43.8,19.4,976.1,1017.6,349.9
2026-01-14 16:21:43,19.6,43.3,19.6,976.2,1017.7,349.8
2026-01-14 16:31:43,19.5,43.1,19.5,976.2,1017.7,349.8
2026-01-14 16:41:43,19.4,42.9,19.4,976.3,1017.8,349.8
2026-01-14 16:49:19,19.6,42.5,976.4,1017.9,349.7
2026-01-14 16:59:38,19.7,42.4,976.5,1018.0,349.7
2026-01-14 17:09:38,19.6,42.6,976.5,1018.0,349.7
2026-01-14 17:19:38,19.3,43.0,976.5,1018.0,349.7
2026-01-14 17:29:38,19.4,42.7,976.6,1018.1,349.7
2026-01-14 17:39:39,19.1,42.9,976.7,1018.2,349.6
2026-01-14 17:49:39,19.5,43.9,976.7,1018.2,349.6
2026-01-14 17:59:39,19.9,44.0,976.7,1018.2,349.6
2026-01-14 18:09:39,20.1,43.4,976.7,1018.2,349.6
2026-01-15 09:23:18,20.1,43.7,20.3,978.1,1019.7,350.0
2026-01-15 09:23:44,20.1,43.8,20.3,978.0,1019.6,350.0
2026-01-15 09:24:58,20.2,43.8,20.3,978.1,1019.7,350.0
2026-01-15 09:35:17,20.2,43.8,20.4,978.2,1019.8,349.9
2026-01-15 09:45:17,20.4,43.1,20.5,978.2,1019.8,349.9
2026-01-15 09:55:17,20.5,43.4,20.7,978.1,1019.7,350.0
2026-01-15 10:05:17,20.7,43.2,20.9,978.3,1019.9,349.9
2026-01-15 10:15:17,20.9,43.6,21.1,978.3,1019.9,349.9
2026-01-15 10:25:18,21.1,42.7,21.3,978.3,1019.9,349.9
2026-01-15 10:35:18,21.3,43.3,21.5,978.3,1019.9,349.9
2026-01-15 10:45:18,21.5,41.7,21.6,978.4,1020.0,349.9
2026-01-15 10:55:18,21.6,42.3,21.7,978.4,1020.0,349.9
2026-01-15 11:05:18,21.6,41.7,21.8,978.4,1020.0,349.9
2026-01-15 11:15:18,21.6,42.3,21.8,978.4,1020.0,349.9
2026-01-15 11:25:19,21.8,42.5,21.9,978.3,1019.9,349.9
2026-01-15 11:35:19,22.0,41.6,22.1,978.3,1019.9,349.9
2026-01-15 11:45:19,22.1,42.4,22.3,978.2,1019.8,349.9
2026-01-15 11:55:19,22.1,41.9,22.2,978.3,1019.9,349.9
2026-01-15 12:05:19,19.9,45.9,20.1,978.4,1020.0,349.9
2026-01-15 12:15:20,19.0,48.1,19.3,978.4,1020.0,349.9
2026-01-15 12:25:20,18.7,49.7,18.9,978.4,1020.0,349.9
2026-01-15 12:35:20,18.4,50.5,18.6,978.5,1020.1,349.8
2026-01-15 12:45:20,18.3,51.8,18.5,978.5,1020.1,349.8
2026-01-15 12:55:20,18.2,51.1,18.5,978.3,1019.9,349.9
2026-01-15 13:05:20,18.3,51.8,18.5,978.2,1019.8,349.9
2026-01-15 13:15:21,18.4,51.9,18.6,978.1,1019.7,350.0
2026-01-15 13:25:21,18.4,51.8,18.6,978.0,1019.6,350.0
2026-01-15 13:35:21,18.4,52.5,18.6,977.9,1019.5,350.0
2026-01-15 13:45:21,18.3,52.8,18.5,977.8,1019.4,350.1
2026-01-15 13:55:21,18.2,52.9,18.4,977.8,1019.4,350.1
2026-01-15 14:05:22,18.2,52.2,18.4,977.8,1019.4,350.1
2026-01-15 14:15:22,18.3,52.5,18.6,977.7,1019.3,350.1
2026-01-15 14:25:22,18.4,52.5,18.6,977.7,1019.3,350.1
2026-01-15 14:35:22,18.3,52.1,18.6,977.7,1019.3,350.1
2026-01-15 14:45:22,18.3,51.4,18.5,977.7,1019.3,350.1
2026-01-15 14:55:22,18.4,52.0,18.6,977.6,1019.2,350.2
2026-01-15 15:05:23,18.4,52.2,18.6,977.7,1019.3,350.1
2026-01-15 15:15:23,18.4,53.0,18.6,977.7,1019.3,350.1
2026-01-15 15:25:23,18.2,52.6,18.4,977.8,1019.4,350.1
2026-01-15 15:35:23,18.1,52.6,18.3,977.8,1019.4,350.1
2026-01-15 15:45:23,18.0,52.5,18.3,977.7,1019.3,350.1
2026-01-15 15:55:23,18.0,52.4,18.2,977.8,1019.4,350.1
2026-01-15 16:05:24,17.9,52.4,18.1,977.7,1019.3,350.1
2026-01-15 16:15:24,17.8,52.3,18.1,977.9,1019.5,350.0
2026-01-15 16:25:24,17.8,52.2,18.0,977.7,1019.3,350.1
2026-01-15 16:35:24,17.7,52.0,17.9,977.9,1019.5,350.0
2026-01-15 16:45:24,17.6,51.9,17.9,978.0,1019.6,350.0
2026-01-15 16:55:25,17.6,52.1,17.8,978.1,1019.7,350.0
2026-01-15 17:05:25,17.5,52.0,17.8,978.1,1019.7,350.0
2026-01-15 17:15:25,17.5,52.1,17.7,978.1,1019.7,350.0
2026-01-15 17:25:25,17.4,52.1,17.7,978.1,1019.7,350.0
2026-01-15 17:35:25,17.4,52.0,17.6,978.2,1019.8,349.9
2026-01-15 17:45:25,17.4,51.9,17.6,978.3,1019.9,349.9
2026-01-15 17:55:26,17.3,51.8,17.6,978.4,1020.0,349.9
2026-01-15 18:05:26,17.3,52.0,17.5,978.4,1020.0,349.9
2026-01-15 18:15:26,17.2,52.0,17.5,978.4,1020.0,349.9
2026-01-15 18:25:26,17.2,52.1,17.5,978.7,1020.3,349.8
2026-01-15 18:35:26,17.2,52.2,17.4,978.8,1020.4,349.7
2026-01-15 18:45:27,17.2,52.2,17.4,978.7,1020.3,349.8
2026-01-15 18:55:27,17.1,52.2,17.4,978.6,1020.2,349.8
2026-01-15 19:05:27,17.1,52.3,17.3,978.7,1020.3,349.8
2026-01-15 19:15:27,17.1,52.6,17.3,978.7,1020.3,349.8
2026-01-15 19:25:27,17.0,52.6,17.3,978.6,1020.2,349.8
2026-01-15 19:35:27,17.0,52.7,17.2,978.6,1020.2,349.8
2026-01-15 19:45:28,16.9,52.8,17.2,978.6,1020.2,349.8
2026-01-15 19:55:28,16.9,52.8,17.2,978.8,1020.4,349.7
2026-01-15 20:05:28,16.9,52.7,17.1,978.7,1020.3,349.8
2026-01-15 20:15:28,16.9,52.7,17.1,978.6,1020.2,349.8
2026-01-15 20:25:28,16.8,52.7,17.1,978.6,1020.2,349.8
2026-01-15 20:35:29,16.8,52.7,17.0,978.7,1020.3,349.8
2026-01-15 20:45:29,16.7,52.8,17.0,978.6,1020.2,349.8
2026-01-15 20:55:29,16.7,52.8,17.0,978.6,1020.2,349.8
2026-01-15 21:05:29,16.7,52.8,16.9,978.7,1020.3,349.8
2026-01-15 21:15:29,16.6,52.8,16.9,978.6,1020.2,349.8
2026-01-15 21:25:29,16.6,52.8,16.8,978.7,1020.3,349.8
2026-01-15 21:35:30,16.6,52.8,16.8,978.8,1020.4,349.7
2026-01-15 21:45:30,16.5,52.7,16.8,978.8,1020.4,349.7
2026-01-15 21:53:02,14.1,57.1,14.4,980.2,1021.9,350.1
2026-01-16 07:29:00,14.7,51.9,15.0,980.4,1022.1,350.0
2026-01-16 07:33:59,15.0,51.4,15.3,980.5,1022.2,350.0
2026-01-16 07:44:17,15.4,51.3,15.7,980.5,1022.2,350.0
2026-01-16 07:54:17,15.5,50.8,15.8,980.6,1022.3,349.9
2026-01-16 08:04:18,15.6,50.8,15.8,980.6,1022.3,349.9
2026-01-16 08:14:18,15.6,50.4,15.9,980.6,1022.3,349.9
2026-01-16 08:24:18,16.2,49.9,16.5,980.6,1022.3,349.9
2026-01-16 08:34:18,16.8,49.3,17.0,980.8,1022.5,349.9
2026-01-16 08:44:18,17.3,49.4,17.5,980.6,1022.3,349.9
2026-01-16 08:54:18,17.7,48.5,17.9,980.7,1022.4,349.9
2026-01-16 09:04:19,18.0,48.8,18.2,980.8,1022.5,349.9
2026-01-16 09:14:19,18.2,48.0,18.5,980.7,1022.4,349.9
2026-01-16 09:21:13,18.4,50.8,18.6,982.2,1024.0,350.2
2026-01-16 11:12:07,19.0,46.6,19.2,982.2,1024.0,350.2
